date,interval_start,steps,activity_level
2025-12-06,23:15,47,sedentary
2025-12-06,23:30,37,sedentary
2025-12-06,23:45,64,sedentary
2025-12-06,00:00,347,active
2025-12-06,00:15,323,sedentary
2025-12-06,00:30,370,active
2025-12-06,00:45,0,sedentary
2025-12-06,01:00,11,sedentary
2025-12-06,01:15,0,sedentary
2025-12-06,01:30,147,sedentary
2025-12-06,01:45,32,sedentary
2025-12-06,02:00,11,sedentary
2025-12-06,02:15,0,sedentary
2025-12-06,02:30,34,sedentary
2025-12-06,02:45,153,active
2025-12-06,03:00,75,sedentary
2025-12-06,03:15,29,generic
2025-12-06,03:30,48,generic
2025-12-06,03:45,178,active
2025-12-06,04:00,168,generic
2025-12-06,04:15,0,sedentary
2025-12-06,04:30,0,sleeping
2025-12-06,04:45,0,sleeping
2025-12-06,05:00,0,sleeping
2025-12-06,05:15,0,sleeping
2025-12-06,05:30,0,sleeping
2025-12-06,05:45,0,sleeping
2025-12-07,06:00,0,sleeping
2025-12-07,06:15,0,sleeping
2025-12-07,06:30,0,sleeping
2025-12-07,06:45,0,sleeping
2025-12-07,07:00,0,sleeping
2025-12-07,07:15,0,sleeping
2025-12-07,07:30,0,sleeping
2025-12-07,07:45,11,sleeping
2025-12-07,08:00,0,sleeping
2025-12-07,08:15,0,sleeping
2025-12-07,08:30,0,sleeping
2025-12-07,08:45,0,sleeping
2025-12-07,09:00,0,sleeping
2025-12-07,09:15,0,sleeping
2025-12-07,09:30,0,sleeping
2025-12-07,09:45,0,sleeping
2025-12-07,10:00,0,sleeping
2025-12-07,10:15,0,sleeping
2025-12-07,10:30,0,sleeping
2025-12-07,10:45,27,sleeping
2025-12-07,11:00,41,sleeping
2025-12-07,11:15,0,sleeping
2025-12-07,11:30,0,sleeping
2025-12-07,11:45,0,sleeping
2025-12-07,12:00,0,sleeping
2025-12-07,12:15,0,sleeping
2025-12-07,12:30,0,sleeping
2025-12-07,12:45,0,sleeping
2025-12-07,13:00,0,sleeping
2025-12-07,13:15,0,sleeping
2025-12-07,13:30,0,sleeping
2025-12-07,13:45,0,sleeping
2025-12-07,14:00,0,sleeping
2025-12-07,14:15,0,sleeping
2025-12-07,14:30,28,sedentary
2025-12-07,14:45,66,generic
2025-12-07,15:00,38,generic
2025-12-07,15:15,157,generic
2025-12-07,15:30,66,sedentary
2025-12-07,15:45,221,active
2025-12-07,16:00,290,active
2025-12-07,16:15,214,active
2025-12-07,16:30,0,sedentary
2025-12-07,16:45,118,sedentary
2025-12-07,17:00,0,sedentary
2025-12-07,17:15,0,sedentary
2025-12-07,17:30,123,sedentary
2025-12-07,17:45,31,sedentary
2025-12-07,18:00,181,sedentary
2025-12-07,18:15,173,active
2025-12-07,18:30,50,sedentary
2025-12-07,18:45,85,sedentary
2025-12-07,19:00,120,sedentary
2025-12-07,19:15,60,sedentary
2025-12-07,19:30,0,sedentary
2025-12-07,19:45,0,sedentary
2025-12-07,20:00,38,sedentary
2025-12-07,20:15,34,sedentary
2025-12-07,20:30,112,sedentary
2025-12-07,20:45,123,sedentary
2025-12-07,21:00,114,sedentary
2025-12-07,21:15,146,highlyActive
2025-12-07,21:30,93,sedentary
2025-12-07,21:45,87,generic
2025-12-07,22:00,65,sedentary
2025-12-07,22:15,118,generic
2025-12-07,22:30,65,generic
2025-12-07,22:45,41,generic
2025-12-07,23:00,62,generic
2025-12-07,23:15,131,generic
2025-12-07,23:30,180,generic
2025-12-07,23:45,108,generic
2025-12-07,00:00,23,generic
2025-12-07,00:15,93,active
2025-12-07,00:30,114,sedentary
2025-12-07,00:45,183,active
2025-12-07,01:00,100,sedentary
2025-12-07,01:15,31,sedentary
2025-12-07,01:30,0,sedentary
2025-12-07,01:45,0,sedentary
2025-12-07,02:00,0,sedentary
2025-12-07,02:15,0,sedentary
2025-12-07,02:30,21,sedentary
2025-12-07,02:45,0,sedentary
2025-12-07,03:00,119,sleeping
2025-12-07,03:15,0,sleeping
2025-12-07,03:30,0,sleeping
2025-12-07,03:45,0,sleeping
2025-12-07,04:00,0,sleeping
2025-12-07,04:15,0,sleeping
2025-12-07,04:30,0,sleeping
2025-12-07,04:45,0,sleeping
2025-12-07,05:00,0,sleeping
2025-12-07,05:15,0,sleeping
2025-12-07,05:30,22,sleeping
2025-12-07,05:45,0,sleeping
2025-12-08,06:00,0,sleeping
2025-12-08,06:15,0,sleeping
2025-12-08,06:30,0,sleeping
2025-12-08,06:45,0,sleeping
2025-12-08,07:00,0,sleeping
2025-12-08,07:15,0,sleeping
2025-12-08,07:30,0,sleeping
2025-12-08,07:45,0,sleeping
2025-12-08,08:00,0,sleeping
2025-12-08,08:15,0,sleeping
2025-12-08,08:30,0,sleeping
2025-12-08,08:45,0,sleeping
2025-12-08,09:00,0,sleeping
2025-12-08,09:15,0,sleeping
2025-12-08,09:30,0,sleeping
2025-12-08,09:45,0,sleeping
2025-12-08,10:00,0,sleeping
2025-12-08,10:15,0,sleeping
2025-12-08,10:30,0,sleeping
2025-12-08,10:45,0,sleeping
2025-12-08,11:00,0,sleeping
2025-12-08,11:15,0,sleeping
2025-12-08,11:30,0,sleeping
2025-12-08,11:45,0,sleeping
2025-12-08,12:00,0,sleeping
2025-12-08,12:15,0,sleeping
2025-12-08,12:30,0,sleeping
2025-12-08,12:45,0,sleeping
2025-12-08,13:00,0,sleeping
2025-12-08,13:15,0,sleeping
2025-12-08,13:30,0,sleeping
2025-12-08,13:45,156,active
2025-12-08,14:00,180,sedentary
2025-12-08,14:15,34,sedentary
2025-12-08,14:30,9,sedentary
2025-12-08,14:45,147,sedentary
2025-12-08,15:00,350,active
2025-12-08,15:15,2172,highlyActive
2025-12-08,15:30,158,generic
2025-12-08,15:45,238,active
2025-12-08,16:00,308,highlyActive
2025-12-08,16:15,306,active
2025-12-08,16:30,53,sedentary
2025-12-08,16:45,0,sedentary
2025-12-08,17:00,26,sedentary
2025-12-08,17:15,120,active
2025-12-08,17:30,376,active
2025-12-08,17:45,220,generic
2025-12-08,18:00,225,active
2025-12-08,18:15,126,generic
2025-12-08,18:30,497,active
2025-12-08,18:45,191,active
2025-12-08,19:00,287,active
2025-12-08,19:15,97,sedentary
2025-12-08,19:30,122,active
2025-12-08,19:45,136,active
2025-12-08,20:00,283,active
2025-12-08,20:15,9,sedentary
2025-12-08,20:30,11,sedentary
2025-12-08,20:45,37,generic
2025-12-08,21:00,0,sedentary
2025-12-08,21:15,0,sedentary
2025-12-08,21:30,176,sedentary
2025-12-08,21:45,265,active
2025-12-08,22:00,91,sedentary
2025-12-08,22:15,117,sedentary
2025-12-08,22:30,0,sedentary
2025-12-08,22:45,15,sedentary
2025-12-08,23:00,0,sedentary
2025-12-08,23:15,174,sedentary
2025-12-08,23:30,135,active
2025-12-08,23:45,113,generic
2025-12-08,00:00,113,generic
2025-12-08,00:15,38,sedentary
2025-12-08,00:30,42,sedentary
2025-12-08,00:45,179,active
2025-12-08,01:00,72,sedentary
2025-12-08,01:15,125,sedentary
2025-12-08,01:30,12,sedentary
2025-12-08,01:45,0,sedentary
2025-12-08,02:00,0,sedentary
2025-12-08,02:15,21,sedentary
2025-12-08,02:30,68,sedentary
2025-12-08,02:45,262,active
2025-12-08,03:00,98,sedentary
2025-12-08,03:15,0,sleeping
2025-12-08,03:30,0,sleeping
2025-12-08,03:45,0,sleeping
2025-12-08,04:00,0,sleeping
2025-12-08,04:15,0,sleeping
2025-12-08,04:30,0,sleeping
2025-12-08,04:45,0,sleeping
2025-12-08,05:00,0,sleeping
2025-12-08,05:15,0,sleeping
2025-12-08,05:30,0,sleeping
2025-12-08,05:45,0,sleeping
2025-12-09,06:00,0,sleeping
2025-12-09,06:15,0,sleeping
2025-12-09,06:30,0,sleeping
2025-12-09,06:45,0,sleeping
2025-12-09,07:00,0,sleeping
2025-12-09,07:15,10,sleeping
2025-12-09,07:30,0,sleeping
2025-12-09,07:45,0,sleeping
2025-12-09,08:00,0,sleeping
2025-12-09,08:15,0,sleeping
2025-12-09,08:30,0,sleeping
2025-12-09,08:45,0,sleeping
2025-12-09,09:00,0,sleeping
2025-12-09,09:15,0,sleeping
2025-12-09,09:30,0,sleeping
2025-12-09,09:45,0,sleeping
2025-12-09,10:00,0,sleeping
2025-12-09,10:15,0,sleeping
2025-12-09,10:30,0,sleeping
2025-12-09,10:45,0,sleeping
2025-12-09,11:00,0,sleeping
2025-12-09,11:15,0,sleeping
2025-12-09,11:30,0,sleeping
2025-12-09,11:45,0,sleeping
2025-12-09,12:00,0,sleeping
2025-12-09,12:15,0,sleeping
2025-12-09,12:30,0,sleeping
2025-12-09,12:45,0,sleeping
2025-12-09,13:00,0,sleeping
2025-12-09,13:15,0,sleeping
2025-12-09,13:30,0,sleeping
2025-12-09,13:45,22,sleeping
2025-12-09,14:00,189,sedentary
2025-12-09,14:15,209,active
2025-12-09,14:30,22,sedentary
2025-12-09,14:45,106,sedentary
2025-12-09,15:00,40,generic
2025-12-09,15:15,50,generic
2025-12-09,15:30,102,generic
2025-12-09,15:45,72,generic
2025-12-09,16:00,132,active
2025-12-09,16:15,245,sedentary
2025-12-09,16:30,240,active
2025-12-09,16:45,242,active
2025-12-09,17:00,131,generic
2025-12-09,17:15,0,sedentary
2025-12-09,17:30,28,sedentary
2025-12-09,17:45,0,sedentary
2025-12-09,18:00,6,sedentary
2025-12-09,18:15,15,sedentary
2025-12-09,18:30,260,active
2025-12-09,18:45,89,sedentary
2025-12-09,19:00,221,active
2025-12-09,19:15,218,active
2025-12-09,19:30,11,sedentary
2025-12-09,19:45,63,sedentary
2025-12-09,20:00,71,sedentary
2025-12-09,20:15,78,sedentary
2025-12-09,20:30,88,sedentary
2025-12-09,20:45,109,sedentary
2025-12-09,21:00,246,active
2025-12-09,21:15,111,sedentary
2025-12-09,21:30,66,sedentary
2025-12-09,21:45,0,sedentary
2025-12-09,22:00,26,sedentary
2025-12-09,22:15,107,sedentary
2025-12-09,22:30,135,sedentary
2025-12-09,22:45,147,active
2025-12-09,23:00,148,generic
2025-12-09,23:15,71,sedentary
2025-12-09,23:30,0,sedentary
2025-12-09,23:45,35,sedentary
2025-12-09,00:00,135,sedentary
2025-12-09,00:15,0,sedentary
2025-12-09,00:30,57,sedentary
2025-12-09,00:45,0,sedentary
2025-12-09,01:00,59,sedentary
2025-12-09,01:15,0,sedentary
2025-12-09,01:30,0,sedentary
2025-12-09,01:45,265,active
2025-12-09,02:00,0,sedentary
2025-12-09,02:15,11,sedentary
2025-12-09,02:30,0,sedentary
2025-12-09,02:45,0,sedentary
2025-12-09,03:00,0,sedentary
2025-12-09,03:15,87,sedentary
2025-12-09,03:30,37,sedentary
2025-12-09,03:45,127,sedentary
2025-12-09,04:00,109,sedentary
2025-12-09,04:15,0,sleeping
2025-12-09,04:30,0,sleeping
2025-12-09,04:45,0,sleeping
2025-12-09,05:00,0,sleeping
2025-12-09,05:15,0,sleeping
2025-12-09,05:30,0,sleeping
2025-12-09,05:45,0,sleeping
2025-12-10,06:00,0,sleeping
2025-12-10,06:15,0,sleeping
2025-12-10,06:30,0,sleeping
2025-12-10,06:45,0,sleeping
2025-12-10,07:00,0,sleeping
2025-12-10,07:15,0,sleeping
2025-12-10,07:30,0,sleeping
2025-12-10,07:45,0,sleeping
2025-12-10,08:00,0,sleeping
2025-12-10,08:15,0,sleeping
2025-12-10,08:30,0,sleeping
2025-12-10,08:45,0,sleeping
2025-12-10,09:00,0,sleeping
2025-12-10,09:15,0,sleeping
2025-12-10,09:30,0,sleeping
2025-12-10,09:45,19,sleeping
2025-12-10,10:00,0,sleeping
2025-12-10,10:15,0,sleeping
2025-12-10,10:30,0,sleeping
2025-12-10,10:45,0,sleeping
2025-12-10,11:00,0,sleeping
2025-12-10,11:15,0,sleeping
2025-12-10,11:30,0,sleeping
2025-12-10,11:45,0,sleeping
2025-12-11,06:00,0,none
2025-12-11,06:15,0,none
2025-12-11,06:30,0,none
2025-12-11,06:45,0,none
2025-12-11,07:00,0,none
2025-12-11,07:15,0,none
2025-12-11,07:30,0,none
2025-12-11,07:45,0,none
2025-12-11,08:00,0,none
2025-12-11,08:15,0,none
2025-12-11,08:30,0,none
2025-12-11,08:45,0,none
2025-12-11,09:00,0,none
2025-12-11,09:15,0,none
2025-12-11,09:30,0,none
2025-12-11,09:45,0,none
2025-12-11,10:00,0,none
2025-12-11,10:15,0,none
2025-12-11,10:30,0,none
2025-12-11,10:45,0,none
2025-12-11,11:00,0,none
2025-12-11,11:15,0,none
2025-12-11,11:30,0,none
2025-12-11,11:45,0,none
2025-12-11,12:00,0,none
2025-12-11,12:15,0,none
2025-12-11,12:30,0,none
2025-12-11,12:45,0,none
2025-12-11,13:00,0,none
2025-12-11,13:15,0,none
2025-12-11,13:30,0,none
2025-12-11,13:45,0,none
2025-12-11,14:00,0,none
2025-12-11,14:15,0,sedentary
2025-12-11,14:30,0,sedentary
2025-12-11,14:45,0,sedentary
2025-12-11,15:00,0,sedentary
2025-12-11,15:15,0,sedentary
2025-12-11,15:30,0,sedentary
2025-12-11,15:45,0,sedentary
2025-12-11,16:00,0,sedentary
2025-12-11,16:15,0,sedentary
2025-12-11,16:30,0,sedentary
2025-12-11,16:45,0,sedentary
2025-12-11,17:00,0,sedentary
2025-12-11,17:15,0,sedentary
2025-12-11,17:30,0,sedentary
2025-12-11,17:45,0,sedentary
2025-12-11,18:00,0,sedentary
2025-12-11,18:15,0,sedentary
2025-12-11,18:30,0,sedentary
2025-12-11,18:45,0,sedentary
2025-12-11,19:00,0,sedentary
2025-12-11,19:15,0,sedentary
2025-12-11,19:30,0,sedentary
2025-12-11,19:45,0,sedentary
2025-12-11,20:00,0,sedentary
2025-12-11,20:15,0,sedentary
2025-12-11,20:30,0,sedentary
2025-12-11,20:45,0,sedentary
2025-12-11,21:00,0,sedentary
2025-12-11,21:15,0,sedentary
2025-12-11,21:30,0,sedentary
2025-12-11,21:45,0,sedentary
2025-12-11,22:00,0,sedentary
2025-12-11,22:15,0,sedentary
2025-12-11,22:30,0,sedentary
2025-12-11,22:45,0,sedentary
2025-12-11,23:00,0,sedentary
2025-12-11,23:15,0,sedentary
2025-12-11,23:30,0,sedentary
2025-12-11,23:45,0,sedentary
2025-12-11,00:00,0,sedentary
2025-12-11,00:15,0,sedentary
2025-12-11,00:30,0,sedentary
2025-12-11,00:45,0,sedentary
2025-12-11,01:00,0,sedentary
2025-12-11,01:15,0,sedentary
2025-12-11,01:30,0,sedentary
2025-12-11,01:45,0,sedentary
2025-12-11,02:00,0,sedentary
2025-12-11,02:15,0,sedentary
2025-12-11,02:30,0,sedentary
2025-12-11,02:45,0,sedentary
2025-12-11,03:00,0,sedentary
2025-12-11,03:15,0,sedentary
2025-12-11,03:30,0,sedentary
2025-12-11,03:45,0,sedentary
2025-12-11,04:00,0,sedentary
2025-12-11,04:15,0,sedentary
2025-12-11,04:30,0,sedentary
2025-12-11,04:45,0,sedentary
2025-12-11,05:00,0,sedentary
2025-12-11,05:15,0,sedentary
2025-12-11,05:30,0,sedentary
2025-12-11,05:45,0,sedentary
2025-12-12,06:00,0,sedentary
2025-12-12,06:15,0,sedentary
2025-12-12,06:30,0,sedentary
2025-12-12,06:45,0,sedentary
2025-12-12,07:00,0,sedentary
2025-12-12,07:15,0,sedentary
2025-12-12,07:30,0,sedentary
2025-12-12,07:45,0,sedentary
2025-12-12,08:00,0,sedentary
2025-12-12,08:15,0,sedentary
2025-12-12,08:30,0,sedentary
2025-12-12,08:45,0,sedentary
2025-12-12,09:00,0,sedentary
2025-12-12,09:15,0,sedentary
2025-12-12,09:30,0,sedentary
2025-12-12,09:45,0,sedentary
2025-12-12,10:00,0,sedentary
2025-12-12,10:15,0,sedentary
2025-12-12,10:30,0,sedentary
2025-12-12,10:45,0,sedentary
2025-12-12,11:00,0,sedentary
2025-12-12,11:15,0,sedentary
2025-12-12,11:30,0,sedentary
2025-12-12,11:45,0,sedentary
2025-12-12,12:00,0,sedentary
2025-12-12,12:15,0,sedentary
2025-12-12,12:30,0,sedentary
2025-12-12,12:45,0,sedentary
2025-12-12,13:00,0,sedentary
2025-12-12,13:15,0,sedentary
2025-12-12,13:30,0,sedentary
2025-12-12,13:45,0,sedentary
2025-12-12,14:00,0,sedentary
2025-12-12,14:15,0,sedentary
2025-12-12,14:30,0,sedentary
2025-12-12,14:45,0,sedentary
2025-12-12,15:00,0,sedentary
2025-12-12,15:15,0,sedentary
2025-12-12,15:30,0,sedentary
2025-12-12,15:45,0,sedentary
2025-12-12,16:00,0,sedentary
2025-12-12,16:15,0,sedentary
2025-12-12,16:30,0,sedentary
2025-12-12,16:45,0,sedentary
2025-12-12,17:00,0,sedentary
2025-12-12,17:15,0,sedentary
2025-12-12,17:30,0,sedentary
2025-12-12,17:45,0,sedentary
2025-12-12,18:00,0,sedentary
2025-12-12,18:15,0,sedentary
2025-12-12,18:30,0,sedentary
2025-12-12,18:45,0,sedentary
2025-12-12,19:00,0,sedentary
2025-12-12,19:15,0,sedentary
2025-12-12,19:30,0,sedentary
2025-12-12,19:45,0,sedentary
2025-12-12,20:00,0,sedentary
2025-12-12,20:15,0,sedentary
2025-12-12,20:30,0,sedentary
2025-12-12,20:45,0,sedentary
2025-12-12,21:00,0,sedentary
2025-12-12,21:15,0,sedentary
2025-12-12,21:30,0,sedentary
2025-12-12,21:45,0,sedentary
2025-12-12,22:00,0,sedentary
2025-12-12,22:15,0,sedentary
2025-12-12,22:30,0,sedentary
2025-12-12,22:45,0,sedentary
2025-12-12,23:00,0,sedentary
2025-12-12,23:15,0,sedentary
2025-12-12,23:30,0,sedentary
2025-12-12,23:45,0,sedentary
2025-12-12,00:00,0,sedentary
2025-12-12,00:15,0,sedentary
2025-12-12,00:30,0,sedentary
2025-12-12,00:45,0,sedentary
2025-12-12,01:00,0,sedentary
2025-12-12,01:15,0,sedentary
2025-12-12,01:30,0,sedentary
2025-12-12,01:45,0,sedentary
2025-12-12,02:00,0,sedentary
2025-12-12,02:15,0,sedentary
2025-12-12,02:30,0,sedentary
2025-12-12,02:45,0,sedentary
2025-12-12,03:00,0,sedentary
2025-12-12,03:15,0,sedentary
2025-12-12,03:30,0,sedentary
2025-12-12,03:45,0,sedentary
2025-12-12,04:00,0,sedentary
2025-12-12,04:15,0,sedentary
2025-12-12,04:30,0,sedentary
2025-12-12,04:45,0,sedentary
2025-12-12,05:00,0,sedentary
2025-12-12,05:15,0,sedentary
2025-12-12,05:30,0,sedentary
2025-12-12,05:45,0,sedentary
2025-12-13,06:00,0,sedentary
2025-12-13,06:15,0,sedentary
2025-12-13,06:30,0,sedentary
2025-12-13,06:45,0,sedentary
2025-12-13,07:00,0,sedentary
2025-12-13,07:15,0,sedentary
2025-12-13,07:30,0,sedentary
2025-12-13,07:45,0,sedentary
2025-12-13,08:00,0,sedentary
2025-12-13,08:15,0,sedentary
2025-12-13,08:30,0,sedentary
2025-12-13,08:45,0,sedentary
2025-12-13,09:00,0,sedentary
2025-12-13,09:15,0,sedentary
2025-12-13,09:30,0,sedentary
2025-12-13,09:45,0,sedentary
2025-12-13,10:00,0,sedentary
2025-12-13,10:15,0,sedentary
2025-12-13,10:30,0,sedentary
2025-12-13,10:45,0,sedentary
2025-12-13,11:00,0,sedentary
2025-12-13,11:15,0,sedentary
2025-12-13,11:30,0,sedentary
2025-12-13,11:45,0,sedentary
2025-12-13,12:00,0,sedentary
2025-12-13,12:15,0,sedentary
2025-12-13,12:30,0,sedentary
2025-12-13,12:45,10,sedentary
2025-12-13,13:00,13,sedentary
2025-12-13,13:15,123,sedentary
2025-12-13,13:30,18,sedentary
2025-12-13,13:45,20,sedentary
2025-12-13,14:00,86,sedentary
2025-12-13,14:15,9,sedentary
2025-12-13,14:30,0,sedentary
2025-12-13,14:45,20,sedentary
2025-12-13,15:00,0,sedentary
2025-12-13,15:15,38,sedentary
2025-12-13,15:30,22,sedentary
2025-12-13,15:45,0,sedentary
2025-12-13,16:00,0,sedentary
2025-12-13,16:15,0,sedentary
2025-12-13,16:30,0,sedentary
2025-12-13,16:45,11,sedentary
2025-12-13,17:00,0,sedentary
2025-12-13,17:15,0,sedentary
2025-12-13,17:30,0,sedentary
2025-12-13,17:45,0,sedentary
2025-12-13,18:00,0,sedentary
2025-12-13,18:15,0,sedentary
2025-12-13,18:30,11,sedentary
2025-12-13,18:45,25,sedentary
2025-12-13,19:00,0,sedentary
2025-12-13,19:15,121,sedentary
2025-12-13,19:30,123,sedentary
2025-12-13,19:45,143,sedentary
2025-12-13,20:00,90,sedentary
2025-12-13,20:15,135,sedentary
2025-12-13,20:30,48,sedentary
2025-12-13,20:45,38,sedentary
2025-12-13,21:00,98,sedentary
2025-12-13,21:15,130,active
2025-12-13,21:30,68,sedentary
2025-12-13,21:45,126,active
2025-12-13,22:00,93,sedentary
2025-12-13,22:15,52,sedentary
2025-12-13,22:30,40,sedentary
2025-12-13,22:45,0,sedentary
2025-12-13,23:00,185,active
2025-12-13,23:15,266,active
2025-12-13,23:30,115,sedentary
2025-12-13,23:45,168,active
2025-12-13,00:00,101,sedentary
2025-12-13,00:15,84,sedentary
2025-12-13,00:30,13,sedentary
2025-12-13,00:45,114,sedentary
2025-12-13,01:00,58,sedentary
2025-12-13,01:15,0,sedentary
2025-12-13,01:30,0,sedentary
2025-12-13,01:45,0,sedentary
2025-12-13,02:00,122,sedentary
2025-12-13,02:15,17,sedentary
2025-12-13,02:30,40,sedentary
2025-12-13,02:45,0,sedentary
2025-12-13,03:00,0,sedentary
2025-12-13,03:15,95,sedentary
2025-12-13,03:30,0,sedentary
2025-12-13,03:45,0,sedentary
2025-12-13,04:00,18,sedentary
2025-12-13,04:15,187,sedentary
2025-12-13,04:30,0,sedentary
2025-12-13,04:45,0,sleeping
2025-12-13,05:00,0,sleeping
2025-12-13,05:15,38,sleeping
2025-12-13,05:30,17,sleeping
2025-12-13,05:45,0,sleeping
2025-12-14,06:00,0,sleeping
2025-12-14,06:15,0,sleeping
2025-12-14,06:30,0,sleeping
2025-12-14,06:45,0,sleeping
2025-12-14,07:00,0,sleeping
2025-12-14,07:15,0,sleeping
2025-12-14,07:30,0,sleeping
2025-12-14,07:45,0,sleeping
2025-12-14,08:00,0,sleeping
2025-12-14,08:15,0,sleeping
2025-12-14,08:30,0,sleeping
2025-12-14,08:45,0,sleeping
2025-12-14,09:00,0,sleeping
2025-12-14,09:15,0,sleeping
2025-12-14,09:30,0,sleeping
2025-12-14,09:45,0,sleeping
2025-12-14,10:00,0,sleeping
2025-12-14,10:15,0,sleeping
2025-12-14,10:30,0,sleeping
2025-12-14,10:45,0,sleeping
2025-12-14,11:00,26,sleeping
2025-12-14,11:15,0,sleeping
2025-12-14,11:30,0,sleeping
2025-12-14,11:45,0,sleeping
2025-12-14,12:00,0,sleeping
2025-12-14,12:15,0,sleeping
2025-12-14,12:30,0,sleeping
2025-12-14,12:45,0,sleeping
2025-12-14,13:00,0,sleeping
2025-12-14,13:15,0,sleeping
2025-12-14,13:30,0,sleeping
2025-12-14,13:45,0,sleeping
2025-12-14,14:00,0,sleeping
2025-12-14,14:15,0,sleeping
2025-12-14,14:30,0,sleeping
2025-12-14,14:45,31,sleeping
2025-12-14,15:00,298,sedentary
2025-12-14,15:15,123,sedentary
2025-12-14,15:30,107,sedentary
2025-12-14,15:45,0,sedentary
2025-12-14,16:00,0,sedentary
2025-12-14,16:15,0,sedentary
2025-12-14,16:30,15,sedentary
2025-12-14,16:45,214,active
2025-12-14,17:00,376,active
2025-12-14,17:15,165,active
2025-12-14,17:30,106,sedentary
2025-12-14,17:45,17,sedentary
2025-12-14,18:00,193,sedentary
2025-12-14,18:15,17,sedentary
2025-12-14,18:30,58,sedentary
2025-12-14,18:45,21,sedentary
2025-12-14,19:00,64,sedentary
2025-12-14,19:15,10,sedentary
2025-12-14,19:30,0,sedentary
2025-12-14,19:45,0,sedentary
2025-12-14,20:00,182,sedentary
2025-12-14,20:15,0,sedentary
2025-12-14,20:30,0,sedentary
2025-12-14,20:45,0,sedentary
2025-12-14,21:00,131,sedentary
2025-12-14,21:15,177,sedentary
2025-12-14,21:30,67,sedentary
2025-12-14,21:45,75,sedentary
2025-12-14,22:00,30,sedentary
2025-12-14,22:15,149,sedentary
2025-12-14,22:30,69,sedentary
2025-12-14,22:45,109,sedentary
2025-12-14,23:00,271,active
2025-12-14,23:15,260,active
2025-12-14,23:30,324,active
2025-12-14,23:45,0,sedentary
2025-12-14,00:00,0,sedentary
2025-12-14,00:15,304,active
2025-12-14,00:30,99,sedentary
2025-12-14,00:45,95,sedentary
2025-12-14,01:00,86,sedentary
2025-12-14,01:15,20,sedentary
2025-12-14,01:30,352,active
2025-12-14,01:45,383,active
2025-12-14,02:00,24,sedentary
2025-12-14,02:15,195,active
2025-12-14,02:30,310,active
2025-12-14,02:45,200,active
2025-12-14,03:00,0,sedentary
2025-12-14,03:15,0,sedentary
2025-12-14,03:30,0,sleeping
2025-12-14,03:45,0,sleeping
2025-12-14,04:00,0,sleeping
2025-12-14,04:15,0,sleeping
2025-12-14,04:30,0,sleeping
2025-12-14,04:45,0,sleeping
2025-12-14,05:00,0,sleeping
2025-12-14,05:15,0,sleeping
2025-12-14,05:30,0,sleeping
2025-12-14,05:45,0,sleeping
2025-12-15,06:00,0,sleeping
2025-12-15,06:15,0,sleeping
2025-12-15,06:30,0,sleeping
2025-12-15,06:45,0,sleeping
2025-12-15,07:00,0,sleeping
2025-12-15,07:15,0,sleeping
2025-12-15,07:30,0,sleeping
2025-12-15,07:45,0,sleeping
2025-12-15,08:00,0,sleeping
2025-12-15,08:15,0,sleeping
2025-12-15,08:30,0,sleeping
2025-12-15,08:45,0,sleeping
2025-12-15,09:00,0,sleeping
2025-12-15,09:15,0,sleeping
2025-12-15,09:30,0,sleeping
2025-12-15,09:45,0,sleeping
2025-12-15,10:00,29,sleeping
2025-12-15,10:15,0,sleeping
2025-12-15,10:30,0,sleeping
2025-12-15,10:45,0,sleeping
2025-12-15,11:00,0,sleeping
2025-12-15,11:15,0,sleeping
2025-12-15,11:30,0,sleeping
2025-12-15,11:45,0,sleeping
2025-12-15,12:00,0,sleeping
2025-12-15,12:15,0,sleeping
2025-12-15,12:30,0,sleeping
2025-12-15,12:45,0,sleeping
2025-12-15,13:00,0,sleeping
2025-12-15,13:15,0,sleeping
2025-12-15,13:30,0,sleeping
2025-12-15,13:45,76,sedentary
2025-12-15,14:00,0,sedentary
2025-12-15,14:15,0,sedentary
2025-12-15,14:30,107,sedentary
2025-12-15,14:45,0,sedentary
2025-12-15,15:00,114,sedentary
2025-12-15,15:15,88,sedentary
2025-12-15,15:30,161,active
2025-12-15,15:45,243,active
2025-12-15,16:00,190,active
2025-12-15,16:15,303,active
2025-12-15,16:30,12,generic
2025-12-15,16:45,21,sedentary
2025-12-15,17:00,56,sedentary
2025-12-15,17:15,70,generic
2025-12-15,17:30,280,active
2025-12-15,17:45,45,generic
2025-12-15,18:00,254,active
2025-12-15,18:15,0,sedentary
2025-12-15,18:30,92,sedentary
2025-12-15,18:45,73,sedentary
2025-12-15,19:00,174,sedentary
2025-12-15,19:15,44,sedentary
2025-12-15,19:30,113,sedentary
2025-12-15,19:45,129,generic
2025-12-15,20:00,39,sedentary
2025-12-15,20:15,240,active
2025-12-15,20:30,70,generic
2025-12-15,20:45,60,sedentary
2025-12-15,21:00,0,sedentary
2025-12-15,21:15,0,sedentary
2025-12-15,21:30,77,sedentary
2025-12-15,21:45,0,sedentary
2025-12-15,22:00,67,sedentary
2025-12-15,22:15,41,sedentary
2025-12-15,22:30,50,sedentary
2025-12-15,22:45,0,sedentary
2025-12-15,23:00,17,sedentary
2025-12-15,23:15,0,sedentary
2025-12-15,23:30,0,sedentary
2025-12-15,23:45,0,sedentary
